0, 0, 47, 0, 0, 0, 7, 0, 0, 0, 255, 0, 0, 0, 255, 0, 11, 33, 0, 1
0, 0, 44, 0, 0, 0, 25, 0, 0, 0, 255, 0, 0, 0, 255, 0, 2, 8, 6, 1
0, 0, 37, 0, 0, 0, 24, 0, 0, 0, 255, 0, 0, 0, 255, 0, 1, 5, 6, 1
0, 0, 35, 0, 0, 0, 21, 0, 0, 0, 255, 0, 0, 0, 255, 0, 2, 7, 5, 1
0, 0, 31, 0, 0, 0, 19, 0, 0, 0, 255, 0, 0, 0, 255, 0, 1, 4, 4, 1
0, 0, 31, 0, 0, 0, 19, 0, 0, 0, 255, 0, 0, 0, 255, 0, 1, 4, 3, 1
0, 0, 31, 0, 0, 0, 19, 0, 0, 0, 255, 0, 0, 0, 255, 0, 1, 4, 4, 1
0, 0, 30, 0, 0, 0, 20, 0, 0, 0, 255, 0, 0, 0, 255, 0, 1, 5, 4, 1
0, 0, 30, 0, 0, 0, 21, 0, 0, 0, 255, 0, 0, 0, 255, 0, 1, 5, 5, 1
0, 0, 31, 0, 0, 0, 21, 0, 0, 0, 255, 0, 0, 0, 255, 0, 2, 6, 5, 1
0, 0, 31, 0, 0, 0, 23, 0, 0, 0, 255, 0, 0, 0, 255, 0, 1, 5, 6, 1
0, 0, 34, 0, 0, 0, 26, 0, 0, 0, 255, 0, 0, 0, 255, 0, 3, 9, 7, 1
0, 0, 40, 0, 0, 0, 31, 0, 0, 0, 255, 0, 0, 0, 255, 0, 4, 14, 10, 1
0, 0, 41, 0, 0, 0, 29, 0, 0, 0, 255, 0, 0, 0, 255, 0, 3, 10, 9, 1
0, 0, 32, 0, 0, 0, 22, 0, 0, 0, 255, 0, 0, 0, 255, 0, 0, 0, 5, 1
0, 0, 17, 0, 0, 0, 11, 0, 0, 0, 246, 0, 0, 0, 233, 0, 0, 0, 2, 1
0, 0, 0, 0, 0, 0, 2, 0, 0, 0, 147, 0, 0, 0, 113, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 44, 0, 0, 0, 6, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
28, 22, 9, 9, 125, 47, 17, 8, 42, 255, 33, 14, 32, 59, 148, 18, 41, 32, 16, 1
37, 29, 11, 11, 160, 58, 21, 10, 51, 255, 40, 17, 39, 73, 187, 22, 50, 39, 20, 1
43, 34, 13, 12, 184, 68, 24, 11, 56, 255, 45, 19, 43, 80, 212, 26, 55, 43, 23, 1
49, 37, 15, 13, 205, 75, 26, 12, 61, 255, 49, 20, 47, 86, 234, 28, 60, 47, 25, 1
50, 35, 14, 14, 209, 73, 25, 13, 64, 255, 48, 19, 49, 89, 236, 28, 62, 50, 26, 1
48, 33, 14, 14, 204, 71, 24, 12, 63, 255, 48, 19, 49, 88, 233, 28, 62, 50, 26, 1
47, 32, 13, 13, 201, 70, 24, 12, 62, 255, 47, 19, 49, 87, 231, 27, 61, 49, 25, 1
47, 32, 13, 13, 197, 69, 23, 12, 60, 255, 46, 18, 47, 82, 223, 26, 58, 46, 24, 1
46, 31, 13, 13, 190, 67, 23, 11, 58, 255, 44, 17, 45, 77, 213, 25, 55, 43, 22, 1
45, 29, 12, 12, 185, 65, 22, 11, 57, 255, 43, 17, 44, 75, 207, 24, 53, 41, 21, 1
44, 29, 12, 12, 182, 64, 22, 11, 56, 255, 42, 17, 43, 74, 205, 24, 52, 41, 21, 1
43, 28, 12, 12, 180, 63, 21, 11, 55, 255, 42, 16, 43, 73, 204, 24, 52, 41, 21, 1
43, 28, 12, 12, 180, 63, 21, 11, 55, 255, 42, 16, 43, 73, 203, 24, 52, 41, 21, 1
43, 28, 12, 12, 178, 63, 21, 11, 55, 255, 41, 16, 43, 72, 200, 23, 51, 40, 20, 1
34, 22, 10, 10, 147, 54, 17, 9, 46, 255, 33, 13, 36, 56, 160, 19, 41, 31, 16, 1
8, 7, 5, 4, 42, 21, 6, 4, 17, 157, 12, 6, 15, 16, 40, 7, 13, 10, 6, 1
0, 1, 1, 1, 2, 2, 1, 1, 1, 4, 1, 1, 2, 1, 2, 1, 1, 1, 1, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
19, 38, 42, 25, 63, 83, 68, 21, 67, 109, 115, 100, 43, 96, 134, 89, 72, 79, 71, 1
21, 41, 45, 27, 69, 91, 72, 23, 74, 119, 123, 105, 48, 107, 146, 94, 80, 87, 76, 1
22, 43, 46, 29, 74, 94, 71, 25, 80, 125, 124, 102, 52, 114, 150, 93, 85, 91, 77, 1
21, 40, 43, 28, 70, 87, 63, 24, 76, 117, 111, 90, 50, 106, 137, 84, 80, 84, 69, 1
18, 34, 37, 23, 56, 73, 54, 20, 61, 96, 93, 77, 40, 85, 112, 71, 64, 68, 58, 1
15, 28, 32, 18, 44, 60, 46, 16, 48, 78, 78, 68, 32, 66, 91, 61, 51, 55, 49, 1
11, 21, 25, 14, 31, 44, 33, 12, 33, 54, 52, 47, 23, 42, 59, 41, 33, 36, 32, 1
5, 10, 12, 7, 13, 18, 10, 7, 13, 20, 14, 12, 11, 13, 15, 12, 11, 11, 9, 1
0, 0, 0, 0, 0, 0, 62, 0, 0, 52, 145, 83, 5, 0, 69, 0, 1, 0, 0, 1
0, 0, 0, 0, 0, 0, 77, 0, 0, 69, 171, 109, 9, 4, 86, 1, 4, 0, 0, 1
0, 0, 0, 0, 0, 0, 90, 0, 0, 82, 197, 133, 13, 12, 101, 2, 8, 0, 0, 1
0, 0, 0, 0, 0, 0, 100, 0, 0, 92, 218, 152, 16, 20, 112, 3, 12, 0, 0, 1
0, 0, 0, 0, 0, 0, 108, 0, 0, 100, 237, 169, 18, 28, 123, 5, 15, 0, 0, 1
0, 0, 0, 0, 0, 0, 116, 0, 0, 108, 255, 184, 21, 38, 134, 6, 19, 0, 0, 1
0, 0, 0, 0, 0, 0, 125, 0, 0, 116, 255, 204, 23, 44, 145, 8, 22, 0, 0, 1
