1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
5, 109, 16, 10, 32, 142, 16, 9, 39, 255, 49, 15, 13, 117, 62, 16, 0, 41, 15
5, 121, 19, 11, 36, 160, 18, 10, 44, 255, 56, 17, 15, 135, 71, 17, 0, 47, 16
6, 129, 20, 12, 38, 171, 19, 11, 47, 255, 59, 18, 16, 146, 75, 19, 0, 51, 18
6, 133, 21, 13, 39, 178, 20, 11, 49, 255, 62, 19, 16, 153, 78, 20, 0, 54, 18
6, 139, 22, 13, 42, 187, 21, 12, 52, 255, 65, 21, 17, 162, 83, 21, 0, 57, 19
6, 143, 23, 14, 43, 193, 22, 12, 54, 255, 67, 22, 18, 169, 85, 22, 0, 59, 20
7, 146, 24, 14, 44, 198, 23, 13, 56, 255, 69, 22, 19, 174, 88, 23, 0, 61, 21
7, 151, 25, 15, 47, 205, 24, 13, 58, 255, 72, 24, 20, 181, 92, 24, 0, 64, 22
7, 155, 26, 15, 48, 212, 25, 14, 60, 255, 75, 25, 20, 189, 96, 25, 0, 67, 23
8, 160, 28, 16, 51, 221, 27, 14, 63, 255, 79, 26, 22, 197, 100, 26, 0, 71, 24
8, 169, 30, 17, 55, 237, 30, 16, 69, 255, 86, 29, 24, 213, 109, 29, 0, 79, 27
9, 179, 33, 19, 59, 254, 32, 17, 74, 255, 92, 32, 26, 229, 118, 31, 0, 87, 29
9, 186, 35, 20, 62, 255, 34, 18, 78, 255, 97, 34, 28, 240, 124, 33, 0, 92, 31
10, 190, 36, 21, 64, 255, 35, 19, 80, 255, 99, 34, 29, 244, 126, 34, 0, 94, 32
10, 195, 37, 21, 66, 255, 36, 20, 83, 255, 102, 36, 30, 251, 131, 35, 0, 98, 33
11, 198, 38, 22, 68, 255, 38, 20, 85, 255, 105, 37, 31, 255, 135, 37, 1, 102, 34
11, 201, 39, 23, 70, 255, 38, 21, 88, 255, 108, 38, 32, 255, 138, 38, 2, 106, 36
11, 202, 40, 23, 70, 255, 39, 21, 89, 255, 109, 38, 32, 255, 139, 38, 0, 108, 36
11, 198, 38, 22, 68, 255, 37, 21, 87, 255, 105, 37, 32, 255, 135, 37, 0, 105, 35
9, 187, 34, 20, 63, 255, 34, 19, 81, 255, 97, 33, 29, 242, 124, 34, 0, 96, 32
7, 164, 27, 16, 51, 229, 27, 15, 68, 255, 82, 26, 23, 205, 101, 27, 0, 78, 26
6, 143, 21, 13, 42, 197, 22, 12, 59, 255, 71, 22, 20, 178, 86, 23, 0, 67, 22
5, 125, 16, 11, 34, 168, 19, 10, 50, 255, 60, 18, 17, 152, 72, 19, 0, 56, 19
4, 103, 12, 9, 26, 134, 14, 8, 41, 255, 48, 14, 13, 118, 55, 15, 0, 43, 14
2, 74, 8, 6, 18, 92, 9, 5, 28, 255, 32, 9, 9, 74, 35, 10, 0, 28, 10
1, 36, 3, 3, 10, 42, 5, 3, 15, 186, 16, 5, 5, 27, 17, 5, 0, 13, 5
1, 23, 2, 2, 7, 27, 3, 2, 11, 134, 11, 3, 3, 16, 12, 4, 0, 9, 3
