1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
1, 3, 2, 3, 3, 2, 3, 2, 5, 2, 3, 3, 5, 6, 5, 3, 4, 3, 2
7, 15, 7, 10, 20, 15, 7, 5, 18, 10, 9, 5, 18, 23, 14, 5, 16, 9, 4
5, 12, 6, 8, 15, 12, 8, 5, 15, 9, 9, 5, 16, 22, 15, 6, 15, 9, 5
11, 23, 10, 15, 32, 24, 13, 7, 28, 18, 16, 6, 27, 42, 28, 9, 28, 15, 8
16, 32, 14, 21, 49, 36, 19, 10, 43, 35, 24, 8, 38, 68, 47, 13, 43, 23, 12
26, 50, 23, 33, 80, 60, 28, 15, 70, 91, 37, 11, 56, 110, 79, 20, 68, 38, 19
35, 64, 31, 44, 106, 80, 38, 19, 92, 150, 48, 14, 70, 144, 105, 27, 88, 52, 26
43, 77, 39, 54, 131, 99, 46, 23, 114, 201, 58, 18, 84, 174, 126, 34, 107, 65, 33
53, 92, 48, 66, 160, 121, 56, 30, 143, 255, 72, 23, 102, 213, 154, 43, 133, 84, 43
66, 111, 60, 81, 197, 148, 68, 39, 177, 255, 88, 28, 124, 255, 185, 54, 161, 106, 55
75, 125, 70, 90, 223, 169, 79, 44, 199, 255, 101, 33, 135, 255, 206, 62, 169, 118, 62
83, 136, 79, 97, 244, 185, 86, 48, 216, 255, 111, 38, 144, 255, 223, 68, 175, 128, 68
90, 147, 87, 105, 255, 200, 93, 52, 233, 255, 120, 42, 152, 255, 238, 74, 181, 137, 73
95, 155, 93, 110, 255, 210, 98, 55, 243, 255, 126, 45, 157, 255, 248, 78, 184, 142, 76
100, 162, 98, 116, 255, 220, 104, 58, 254, 255, 134, 49, 163, 255, 255, 83, 188, 148, 80
105, 169, 104, 121, 255, 230, 107, 61, 255, 255, 139, 52, 169, 255, 255, 86, 192, 153, 83
105, 170, 105, 121, 255, 230, 107, 61, 255, 255, 139, 51, 167, 255, 255, 85, 191, 151, 81
104, 169, 104, 120, 255, 228, 106, 60, 255, 255, 138, 50, 166, 255, 255, 84, 190, 149, 81
103, 167, 103, 118, 255, 226, 105, 59, 255, 255, 138, 51, 165, 255, 255, 85, 190, 150, 81
99, 161, 99, 115, 255, 220, 102, 57, 250, 255, 133, 48, 161, 255, 255, 82, 187, 147, 80
86, 144, 86, 101, 255, 195, 86, 48, 216, 255, 114, 39, 143, 255, 225, 70, 175, 128, 68
65, 113, 63, 76, 195, 151, 65, 34, 159, 255, 85, 26, 112, 237, 175, 51, 148, 97, 49
46, 86, 45, 56, 143, 112, 46, 23, 112, 249, 60, 17, 83, 177, 130, 34, 109, 69, 33
27, 54, 25, 34, 85, 67, 26, 13, 64, 131, 35, 10, 54, 108, 76, 19, 66, 38, 18
17, 37, 16, 23, 56, 44, 17, 9, 42, 71, 23, 7, 39, 72, 49, 12, 45, 25, 11
8, 20, 8, 13, 28, 21, 9, 5, 21, 22, 12, 5, 22, 35, 23, 7, 23, 12, 6
3, 8, 4, 5, 10, 8, 3, 2, 8, 7, 5, 3, 8, 11, 7, 3, 8, 5, 2
0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 0
