1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
78, 50, 26, 92, 85, 28, 30, 46, 65, 202, 53, 18, 28, 32, 117, 45, 17, 66, 76
83, 53, 28, 97, 91, 30, 32, 49, 70, 215, 56, 20, 30, 34, 123, 48, 18, 70, 81
88, 57, 30, 103, 97, 32, 34, 52, 74, 230, 59, 22, 33, 37, 129, 51, 20, 74, 86
92, 59, 32, 107, 101, 33, 35, 55, 77, 241, 61, 23, 34, 39, 133, 53, 21, 77, 89
95, 61, 33, 110, 104, 34, 37, 57, 79, 249, 62, 24, 35, 40, 137, 55, 22, 79, 92
97, 62, 34, 113, 106, 36, 38, 59, 81, 255, 64, 25, 37, 41, 140, 56, 23, 81, 94
100, 64, 36, 116, 110, 37, 39, 61, 84, 255, 65, 26, 38, 43, 143, 58, 25, 83, 97
101, 65, 37, 118, 111, 37, 40, 62, 85, 255, 66, 27, 39, 44, 145, 59, 26, 84, 99
104, 67, 38, 120, 114, 38, 41, 64, 88, 255, 68, 28, 40, 45, 148, 60, 26, 86, 102
105, 68, 38, 121, 115, 39, 41, 64, 88, 255, 68, 28, 41, 46, 149, 61, 26, 87, 102
104, 67, 38, 120, 114, 38, 41, 63, 87, 255, 68, 28, 40, 45, 147, 60, 26, 86, 101
93, 60, 34, 107, 101, 34, 35, 55, 76, 243, 60, 22, 34, 38, 132, 52, 20, 75, 87
64, 42, 22, 75, 69, 23, 22, 35, 50, 163, 43, 13, 22, 24, 95, 34, 11, 52, 58
39, 26, 11, 46, 40, 13, 12, 19, 29, 95, 27, 7, 12, 13, 61, 19, 5, 31, 34
22, 15, 6, 26, 22, 7, 6, 9, 16, 50, 16, 4, 6, 7, 35, 10, 2, 17, 19
7, 5, 2, 8, 7, 3, 2, 3, 5, 11, 5, 2, 2, 2, 11, 3, 1, 6, 7
1, 1, 1, 2, 1, 1, 1, 1, 1, 2, 1, 1, 1, 1, 2, 1, 0, 1, 2
