1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
30, 18, 17, 27, 41, 35, 20, 19, 42, 17, 26, 14, 14, 30, 39, 14, 11, 13, 31
31, 18, 17, 28, 42, 36, 20, 20, 44, 18, 27, 14, 14, 31, 40, 14, 11, 13, 33
32, 19, 18, 28, 43, 37, 21, 20, 45, 18, 27, 15, 14, 32, 41, 15, 12, 14, 34
32, 19, 18, 29, 43, 37, 21, 20, 45, 18, 27, 15, 15, 32, 41, 15, 12, 14, 35
32, 19, 18, 29, 42, 36, 21, 20, 45, 18, 27, 15, 15, 32, 41, 15, 12, 14, 35
33, 19, 19, 30, 44, 37, 22, 21, 46, 19, 28, 15, 15, 33, 42, 16, 12, 14, 36
34, 20, 19, 31, 46, 39, 22, 22, 48, 19, 28, 16, 16, 33, 43, 16, 13, 15, 36
33, 20, 19, 30, 44, 38, 20, 21, 47, 18, 26, 14, 15, 31, 40, 14, 12, 14, 32
20, 11, 11, 18, 24, 19, 6, 12, 27, 7, 3, 3, 7, 8, 7, 0, 4, 2, 0
0, 0, 0, 0, 0, 0, 0, 0, 4, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
0, 1, 0, 0, 6, 2, 2, 0, 11, 3, 0, 0, 0, 6, 0, 0, 1, 0, 0
4, 4, 1, 4, 12, 8, 6, 2, 19, 6, 4, 1, 2, 12, 3, 2, 3, 2, 7
9, 7, 4, 9, 19, 14, 10, 6, 26, 9, 9, 4, 5, 17, 9, 6, 5, 5, 15
13, 9, 6, 13, 24, 19, 13, 9, 32, 12, 13, 6, 7, 21, 13, 8, 7, 7, 20
18, 12, 8, 17, 28, 22, 16, 12, 37, 14, 15, 8, 9, 24, 15, 9, 8, 8, 22
19, 13, 9, 19, 29, 23, 17, 13, 39, 14, 15, 8, 9, 24, 15, 9, 8, 9, 23
19, 13, 9, 19, 27, 22, 17, 13, 37, 14, 15, 9, 9, 24, 14, 10, 8, 9, 25
18, 12, 8, 18, 25, 20, 17, 13, 35, 14, 15, 9, 9, 23, 12, 11, 8, 10, 27
18, 12, 8, 18, 25, 19, 17, 13, 35, 14, 14, 9, 9, 23, 11, 11, 8, 11, 27
19, 12, 9, 19, 26, 20, 17, 13, 36, 14, 14, 9, 9, 23, 11, 11, 8, 10, 26
21, 14, 10, 20, 28, 22, 18, 14, 38, 15, 15, 10, 10, 24, 13, 11, 9, 11, 27
21, 14, 10, 21, 29, 23, 19, 15, 38, 15, 16, 10, 10, 25, 14, 12, 9, 11, 29
22, 15, 11, 22, 30, 24, 20, 15, 39, 16, 17, 11, 11, 26, 16, 13, 10, 12, 30
23, 15, 11, 23, 30, 25, 21, 16, 40, 16, 18, 12, 11, 27, 17, 13, 10, 12, 32
24, 16, 12, 24, 32, 26, 22, 17, 41, 17, 20, 12, 12, 28, 19, 15, 10, 13, 35
26, 17, 13, 25, 34, 28, 23, 18, 44, 18, 21, 13, 13, 30, 21, 16, 10, 14, 37
28, 18, 14, 27, 37, 30, 25, 19, 47, 19, 23, 15, 14, 33, 25, 17, 11, 16, 41
30, 19, 15, 29, 38, 32, 25, 20, 49, 20, 24, 15, 15, 34, 26, 18, 12, 16, 43
29, 19, 15, 28, 37, 30, 24, 20, 47, 19, 22, 14, 14, 32, 24, 17, 11, 16, 39
20, 13, 9, 20, 24, 18, 13, 14, 34, 12, 6, 6, 9, 15, 1, 6, 5, 7, 11
