1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
4, 3, 4, 9, 7, 4, 3, 6, 13, 6, 2, 2, 7, 8, 3, 1, 5, 1, 2
5, 4, 4, 12, 9, 5, 4, 7, 18, 7, 3, 2, 8, 11, 3, 1, 7, 2, 2
8, 6, 6, 18, 15, 8, 6, 10, 32, 10, 5, 2, 13, 22, 6, 1, 12, 2, 2
10, 7, 7, 22, 20, 11, 7, 13, 45, 12, 6, 3, 16, 33, 8, 1, 17, 3, 2
11, 8, 8, 24, 23, 13, 8, 14, 52, 13, 7, 3, 18, 41, 9, 2, 20, 3, 3
14, 10, 10, 31, 30, 18, 10, 17, 72, 15, 10, 3, 22, 61, 13, 2, 29, 4, 3
16, 11, 11, 34, 36, 21, 11, 19, 85, 17, 13, 3, 24, 78, 17, 2, 35, 5, 3
17, 12, 13, 38, 43, 24, 12, 21, 99, 19, 16, 4, 27, 92, 20, 2, 41, 5, 3
18, 12, 14, 40, 48, 28, 13, 22, 109, 20, 18, 4, 29, 103, 23, 2, 46, 6, 4
20, 14, 15, 44, 54, 32, 14, 24, 122, 22, 22, 4, 31, 118, 28, 3, 51, 6, 4
21, 15, 16, 47, 61, 37, 15, 25, 134, 23, 27, 4, 34, 131, 32, 3, 57, 7, 4
22, 15, 17, 49, 66, 40, 16, 26, 142, 24, 30, 4, 35, 140, 36, 3, 60, 7, 4
22, 16, 18, 49, 68, 42, 16, 27, 145, 25, 31, 5, 36, 145, 37, 3, 62, 7, 4
23, 16, 18, 50, 71, 44, 17, 27, 150, 25, 33, 5, 37, 150, 39, 3, 65, 8, 5
23, 17, 19, 52, 75, 47, 17, 28, 156, 26, 36, 5, 38, 157, 42, 3, 67, 8, 5
24, 18, 20, 54, 80, 50, 18, 30, 164, 27, 39, 5, 40, 167, 46, 3, 71, 8, 5
25, 18, 20, 56, 85, 54, 19, 30, 170, 28, 42, 5, 41, 174, 49, 4, 74, 9, 5
25, 19, 21, 57, 88, 56, 19, 31, 174, 29, 44, 5, 42, 180, 52, 4, 77, 9, 5
25, 19, 21, 58, 92, 59, 20, 32, 181, 30, 47, 5, 43, 188, 56, 4, 80, 9, 5
26, 20, 22, 60, 99, 64, 21, 33, 188, 32, 50, 6, 44, 198, 60, 4, 84, 10, 6
26, 20, 22, 61, 102, 67, 21, 33, 191, 32, 51, 6, 45, 202, 62, 4, 85, 10, 6
27, 21, 24, 63, 110, 73, 23, 34, 200, 34, 57, 6, 46, 215, 69, 5, 90, 10, 6
27, 21, 24, 64, 116, 78, 23, 34, 208, 35, 61, 6, 47, 224, 72, 5, 94, 11, 6
27, 21, 25, 65, 120, 81, 24, 35, 213, 36, 64, 6, 48, 229, 74, 5, 96, 11, 6
27, 22, 25, 66, 124, 85, 25, 36, 217, 37, 68, 7, 49, 235, 77, 5, 98, 12, 7
28, 23, 26, 68, 131, 91, 26, 37, 225, 39, 73, 7, 51, 244, 83, 5, 102, 13, 7
29, 24, 27, 70, 137, 95, 27, 37, 231, 40, 76, 7, 52, 252, 87, 6, 105, 13, 7
29, 24, 27, 71, 141, 99, 27, 38, 237, 41, 79, 7, 54, 255, 91, 6, 107, 13, 7
30, 25, 28, 73, 146, 103, 28, 39, 242, 42, 83, 7, 55, 255, 94, 6, 108, 14, 7
31, 26, 29, 74, 150, 106, 29, 40, 248, 43, 86, 8, 56, 255, 98, 6, 108, 14, 7
32, 27, 30, 76, 157, 112, 30, 41, 255, 44, 90, 8, 58, 255, 103, 6, 109, 15, 8
33, 28, 31, 79, 165, 119, 32, 43, 255, 46, 96, 8, 61, 255, 111, 7, 110, 16, 8
34, 29, 32, 80, 170, 124, 32, 44, 255, 48, 100, 8, 62, 255, 115, 7, 111, 16, 8
34, 30, 33, 81, 174, 127, 33, 44, 255, 49, 103, 8, 64, 255, 119, 7, 111, 16, 8
35, 31, 34, 83, 180, 132, 34, 45, 255, 50, 106, 9, 65, 255, 124, 7, 112, 17, 9
36, 31, 34, 84, 183, 134, 34, 46, 255, 51, 108, 9, 66, 255, 126, 7, 112, 17, 9
36, 32, 35, 85, 188, 138, 35, 47, 255, 52, 112, 9, 68, 255, 130, 8, 113, 18, 9
37, 33, 35, 87, 193, 141, 36, 48, 255, 53, 115, 9, 69, 255, 134, 8, 114, 18, 9
38, 34, 36, 88, 197, 145, 37, 48, 255, 53, 118, 9, 71, 255, 137, 8, 115, 19, 9
38, 34, 36, 89, 200, 147, 37, 49, 255, 54, 119, 9, 71, 255, 138, 8, 115, 19, 9
38, 34, 36, 88, 199, 147, 37, 49, 255, 54, 119, 9, 71, 255, 138, 8, 115, 19, 9
38, 34, 36, 88, 199, 146, 37, 49, 255, 53, 119, 9, 71, 255, 137, 8, 115, 19, 9
