1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
4, 9, 20, 3, 28, 123, 33, 1, 7, 16, 55, 55, 5, 26, 27, 59, 20, 30, 12
4, 10, 21, 3, 32, 136, 36, 1, 8, 18, 62, 60, 5, 30, 30, 65, 23, 34, 13
4, 11, 23, 3, 36, 147, 38, 2, 8, 19, 68, 64, 6, 33, 32, 70, 25, 38, 14
5, 11, 25, 4, 41, 159, 41, 2, 9, 20, 74, 69, 6, 37, 35, 75, 28, 41, 15
5, 12, 26, 4, 45, 169, 44, 2, 10, 21, 79, 73, 6, 40, 37, 79, 29, 43, 16
5, 13, 28, 4, 50, 179, 47, 2, 10, 22, 84, 77, 7, 43, 39, 84, 32, 46, 17
5, 13, 30, 4, 54, 188, 50, 2, 11, 23, 89, 81, 7, 46, 40, 88, 33, 48, 18
6, 14, 31, 4, 58, 195, 52, 2, 11, 24, 93, 84, 7, 49, 42, 91, 35, 50, 18
6, 15, 33, 4, 62, 204, 55, 2, 12, 25, 98, 87, 8, 52, 44, 96, 37, 52, 19
6, 16, 35, 5, 68, 216, 58, 2, 13, 26, 104, 92, 8, 56, 47, 101, 39, 55, 20
7, 17, 37, 5, 73, 226, 61, 2, 14, 27, 111, 97, 8, 61, 50, 106, 42, 58, 21
7, 18, 39, 5, 82, 242, 65, 2, 15, 30, 120, 103, 9, 71, 56, 115, 48, 66, 24
8, 18, 40, 6, 89, 250, 67, 2, 16, 31, 125, 105, 10, 78, 59, 119, 53, 72, 25
8, 19, 41, 6, 93, 255, 68, 3, 17, 32, 129, 108, 11, 81, 61, 123, 55, 75, 26
8, 19, 42, 6, 97, 255, 71, 3, 18, 33, 134, 112, 11, 85, 63, 127, 57, 77, 27
9, 20, 44, 6, 104, 255, 74, 3, 19, 35, 141, 116, 12, 90, 67, 132, 61, 82, 29
9, 21, 46, 7, 111, 255, 77, 3, 20, 37, 150, 121, 13, 98, 72, 139, 66, 89, 31
10, 22, 48, 7, 119, 255, 80, 3, 21, 39, 158, 126, 13, 104, 76, 144, 71, 96, 33
10, 23, 49, 7, 125, 255, 82, 3, 23, 40, 165, 130, 14, 110, 80, 149, 75, 102, 34
10, 23, 50, 7, 131, 255, 83, 3, 24, 42, 174, 134, 15, 117, 85, 153, 80, 110, 36
10, 23, 50, 7, 134, 255, 84, 3, 24, 42, 178, 136, 16, 120, 86, 155, 83, 114, 37
11, 24, 52, 8, 140, 255, 87, 3, 25, 43, 184, 140, 16, 124, 89, 159, 85, 117, 38
11, 24, 53, 8, 143, 255, 88, 4, 26, 44, 187, 142, 17, 129, 91, 162, 88, 120, 39
11, 25, 54, 8, 149, 255, 89, 4, 27, 46, 194, 145, 18, 135, 95, 166, 93, 126, 41
12, 25, 55, 9, 152, 255, 91, 4, 28, 47, 198, 147, 18, 138, 97, 168, 95, 130, 42
12, 26, 56, 9, 155, 255, 92, 4, 28, 47, 200, 148, 19, 139, 98, 169, 96, 130, 42
12, 26, 56, 9, 158, 255, 92, 4, 29, 48, 202, 149, 19, 142, 100, 170, 97, 132, 42
13, 27, 58, 9, 164, 255, 95, 4, 30, 49, 207, 152, 20, 147, 103, 174, 101, 136, 44
14, 28, 59, 10, 172, 255, 97, 5, 32, 51, 212, 154, 22, 153, 106, 176, 104, 139, 44
14, 29, 60, 10, 177, 255, 97, 5, 33, 52, 215, 156, 23, 158, 108, 177, 108, 143, 45
14, 29, 60, 10, 179, 255, 96, 5, 33, 53, 219, 156, 24, 162, 111, 177, 111, 148, 46
14, 29, 59, 10, 180, 255, 96, 5, 33, 54, 223, 157, 24, 163, 112, 178, 113, 152, 47
14, 30, 60, 11, 186, 255, 96, 5, 35, 55, 227, 157, 26, 168, 115, 179, 117, 157, 48
15, 31, 61, 12, 192, 255, 96, 6, 37, 57, 233, 158, 28, 174, 119, 179, 121, 163, 48
16, 32, 62, 12, 199, 255, 96, 6, 39, 59, 243, 160, 31, 181, 124, 181, 128, 172, 50
17, 33, 63, 13, 208, 255, 98, 7, 41, 61, 254, 163, 35, 187, 130, 184, 134, 181, 52
18, 35, 66, 14, 219, 255, 101, 8, 43, 64, 255, 166, 37, 194, 134, 188, 138, 185, 53
19, 36, 67, 15, 224, 255, 102, 8, 45, 65, 255, 168, 39, 199, 136, 189, 142, 188, 54
19, 36, 67, 15, 224, 255, 102, 8, 45, 66, 255, 169, 40, 200, 138, 190, 144, 192, 55
19, 37, 68, 15, 227, 255, 104, 8, 46, 67, 255, 171, 40, 203, 141, 193, 145, 194, 56
19, 37, 68, 16, 230, 255, 105, 9, 47, 68, 255, 174, 42, 208, 144, 196, 150, 200, 58
20, 37, 68, 16, 232, 255, 105, 9, 48, 69, 255, 175, 43, 210, 147, 198, 152, 204, 59
20, 39, 70, 17, 239, 255, 109, 9, 50, 71, 255, 179, 45, 214, 151, 203, 155, 208, 60
