1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
1, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 3, 3, 3, 1, 2, 2, 1
1, 2, 1, 2, 2, 2, 1, 1, 2, 2, 2, 1, 3, 3, 3, 1, 2, 2, 1
1, 3, 2, 2, 3, 3, 2, 2, 3, 3, 3, 2, 4, 5, 5, 2, 4, 3, 2
3, 6, 3, 4, 6, 6, 4, 3, 6, 6, 5, 3, 6, 9, 7, 3, 6, 4, 2
4, 8, 4, 5, 7, 7, 5, 3, 8, 7, 6, 3, 8, 12, 9, 3, 8, 5, 3
5, 11, 5, 6, 11, 10, 6, 4, 11, 10, 8, 4, 11, 16, 12, 4, 11, 6, 3
7, 15, 7, 8, 15, 14, 8, 5, 14, 13, 10, 5, 14, 23, 17, 5, 15, 8, 4
8, 19, 8, 10, 21, 18, 10, 6, 18, 17, 12, 5, 17, 30, 21, 6, 19, 10, 5
11, 24, 10, 13, 27, 23, 12, 7, 23, 24, 14, 6, 21, 39, 28, 8, 24, 12, 7
14, 30, 13, 17, 37, 31, 15, 8, 29, 37, 18, 7, 26, 52, 36, 9, 31, 16, 8
17, 36, 16, 20, 46, 38, 18, 10, 36, 53, 21, 8, 30, 63, 44, 11, 37, 19, 10
21, 42, 19, 24, 56, 46, 22, 12, 43, 74, 25, 9, 36, 76, 55, 13, 45, 23, 12
23, 47, 22, 27, 65, 53, 24, 13, 49, 91, 27, 10, 40, 86, 62, 15, 50, 25, 13
24, 49, 22, 28, 67, 55, 25, 13, 51, 97, 28, 10, 41, 89, 64, 16, 52, 26, 13
27, 54, 25, 31, 75, 62, 28, 15, 57, 114, 32, 11, 45, 99, 71, 18, 58, 30, 15
29, 57, 27, 33, 80, 65, 30, 16, 61, 125, 34, 12, 47, 105, 76, 19, 61, 32, 16
31, 61, 29, 35, 86, 70, 32, 17, 66, 139, 36, 13, 51, 113, 82, 21, 66, 35, 17
35, 68, 33, 40, 97, 79, 36, 19, 74, 163, 41, 14, 56, 126, 92, 24, 73, 39, 19
39, 74, 36, 43, 107, 86, 39, 20, 81, 185, 45, 15, 61, 137, 101, 26, 80, 43, 21
43, 80, 39, 47, 116, 93, 42, 22, 87, 206, 49, 16, 66, 148, 109, 28, 87, 47, 23
46, 85, 43, 50, 126, 100, 46, 24, 94, 227, 53, 17, 71, 159, 117, 31, 94, 52, 25
51, 93, 47, 55, 139, 110, 50, 26, 104, 255, 59, 19, 77, 173, 129, 34, 102, 58, 28
53, 97, 50, 57, 146, 116, 52, 28, 108, 255, 61, 20, 80, 180, 134, 36, 107, 61, 30
54, 98, 51, 58, 148, 117, 53, 28, 110, 255, 62, 20, 81, 181, 135, 36, 107, 61, 30
54, 99, 51, 58, 148, 117, 53, 28, 110, 255, 62, 20, 81, 181, 135, 36, 108, 62, 30
54, 98, 51, 58, 149, 117, 53, 28, 110, 255, 63, 20, 82, 182, 136, 36, 108, 62, 30
55, 99, 51, 59, 150, 118, 53, 28, 111, 255, 63, 21, 82, 183, 137, 37, 109, 62, 30
55, 99, 51, 58, 149, 117, 53, 28, 110, 255, 63, 21, 82, 182, 136, 36, 108, 62, 30
54, 97, 50, 57, 146, 115, 52, 27, 108, 255, 61, 20, 80, 178, 133, 35, 106, 60, 29
52, 95, 49, 56, 142, 112, 51, 26, 105, 255, 60, 19, 78, 174, 130, 34, 103, 58, 28
51, 94, 48, 55, 140, 110, 50, 26, 103, 255, 59, 19, 77, 171, 128, 34, 101, 57, 28
49, 91, 46, 53, 135, 107, 48, 25, 99, 250, 57, 18, 74, 166, 123, 32, 98, 55, 26
42, 80, 40, 46, 116, 93, 41, 21, 84, 210, 48, 15, 64, 143, 105, 26, 84, 45, 21
32, 63, 30, 36, 87, 71, 30, 16, 63, 150, 35, 12, 49, 108, 78, 19, 63, 32, 15
23, 47, 21, 26, 63, 52, 22, 11, 45, 99, 26, 9, 37, 80, 57, 13, 46, 23, 11
16, 35, 15, 20, 44, 38, 16, 8, 33, 63, 19, 7, 28, 58, 41, 9, 34, 16, 8
11, 26, 11, 14, 31, 27, 12, 6, 23, 37, 14, 6, 21, 41, 29, 7, 24, 12, 6
7, 17, 7, 9, 19, 17, 8, 4, 15, 18, 9, 4, 14, 25, 17, 5, 15, 8, 4
4, 10, 4, 6, 10, 9, 5, 3, 8, 9, 6, 3, 9, 14, 10, 3, 9, 5, 2
2, 5, 2, 3, 4, 4, 2, 2, 4, 4, 3, 2, 5, 6, 5, 2, 4, 3, 1
1, 2, 1, 1, 2, 2, 1, 1, 2, 2, 1, 1, 2, 3, 2, 1, 2, 1, 1
0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0
