1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
255, 255, 255, 97, 150, 103, 34, 14, 26, 22, 14, 6, 12, 15, 12, 7, 11, 6, 3
255, 255, 255, 97, 150, 102, 33, 14, 25, 21, 14, 6, 12, 15, 11, 6, 11, 6, 3
255, 255, 255, 98, 151, 103, 33, 14, 25, 21, 13, 6, 12, 15, 12, 6, 11, 6, 3
255, 255, 255, 97, 150, 102, 33, 14, 24, 20, 13, 6, 11, 14, 11, 6, 10, 5, 2
255, 255, 255, 90, 142, 99, 33, 13, 23, 19, 12, 6, 10, 13, 10, 6, 9, 5, 2
255, 255, 255, 90, 141, 98, 32, 13, 23, 19, 12, 6, 10, 13, 10, 6, 9, 5, 2
255, 255, 255, 91, 141, 97, 32, 13, 23, 19, 12, 6, 10, 13, 10, 6, 9, 5, 2
255, 255, 255, 89, 138, 95, 31, 12, 22, 18, 12, 5, 10, 12, 9, 5, 8, 4, 2
255, 255, 255, 86, 133, 91, 30, 12, 21, 17, 11, 5, 9, 11, 8, 5, 8, 4, 2
255, 255, 255, 87, 131, 88, 28, 12, 21, 17, 10, 5, 9, 10, 7, 5, 7, 3, 1
255, 255, 255, 87, 128, 85, 26, 12, 20, 16, 9, 4, 9, 9, 6, 4, 7, 3, 1
255, 255, 255, 77, 113, 77, 24, 11, 18, 15, 8, 4, 7, 7, 5, 3, 5, 2, 1
199, 255, 243, 52, 79, 59, 18, 8, 14, 12, 6, 3, 5, 3, 2, 2, 2, 0, 0
86, 146, 124, 24, 40, 32, 9, 5, 7, 7, 2, 1, 2, 0, 0, 1, 0, 0, 0
17, 33, 28, 6, 10, 8, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
