1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
24, 23, 31, 18, 22, 24, 23, 24, 23, 22, 23, 29, 30, 21, 20, 19, 25, 24, 21
26, 25, 34, 19, 24, 26, 25, 26, 26, 25, 25, 32, 33, 23, 23, 20, 27, 26, 23
28, 27, 36, 21, 26, 28, 27, 27, 28, 27, 26, 35, 35, 25, 25, 22, 29, 27, 24
30, 29, 39, 22, 29, 30, 30, 29, 30, 29, 28, 38, 37, 27, 27, 24, 31, 29, 26
32, 32, 42, 24, 32, 32, 32, 31, 32, 32, 30, 40, 39, 30, 29, 25, 33, 31, 28
34, 33, 44, 25, 34, 33, 33, 32, 34, 33, 31, 42, 40, 32, 31, 26, 34, 32, 29
35, 35, 45, 26, 35, 34, 34, 33, 35, 35, 32, 44, 42, 33, 32, 27, 36, 33, 29
35, 35, 46, 26, 35, 35, 34, 33, 35, 35, 32, 44, 42, 33, 33, 27, 36, 33, 29
35, 35, 46, 26, 36, 35, 35, 33, 35, 35, 32, 44, 42, 33, 33, 27, 36, 33, 30
35, 35, 46, 26, 36, 35, 35, 33, 35, 35, 33, 44, 42, 34, 33, 27, 36, 34, 30
34, 34, 45, 25, 34, 34, 33, 32, 34, 34, 31, 43, 41, 32, 31, 26, 35, 32, 29
31, 30, 40, 22, 29, 30, 29, 29, 30, 29, 27, 36, 37, 26, 26, 23, 30, 28, 25
24, 23, 31, 17, 20, 23, 20, 23, 22, 20, 20, 25, 29, 17, 17, 16, 22, 20, 19
17, 17, 23, 13, 13, 16, 15, 18, 15, 14, 14, 18, 22, 11, 11, 11, 16, 15, 14
13, 13, 17, 10, 8, 12, 11, 14, 11, 10, 10, 13, 17, 7, 8, 8, 12, 12, 11
10, 10, 13, 7, 6, 9, 8, 12, 8, 7, 7, 9, 14, 5, 5, 5, 9, 9, 8
8, 8, 10, 6, 4, 7, 6, 10, 7, 6, 6, 7, 12, 3, 4, 4, 7, 8, 7
7, 7, 9, 6, 4, 6, 6, 10, 7, 6, 6, 8, 12, 4, 5, 4, 8, 8, 7
9, 9, 11, 7, 6, 8, 8, 11, 8, 7, 7, 10, 13, 5, 6, 6, 9, 9, 8
10, 10, 13, 8, 7, 10, 9, 13, 10, 9, 9, 12, 15, 7, 8, 7, 11, 11, 10
12, 12, 14, 9, 9, 11, 10, 14, 12, 11, 11, 14, 16, 9, 9, 8, 12, 12, 11
15, 14, 18, 11, 12, 14, 13, 16, 14, 13, 14, 17, 19, 12, 12, 11, 15, 15, 13
20, 19, 24, 14, 16, 18, 18, 20, 19, 18, 18, 23, 24, 16, 16, 14, 19, 19, 17
23, 22, 28, 16, 20, 21, 22, 23, 22, 21, 21, 27, 27, 19, 19, 17, 22, 21, 19
26, 25, 33, 19, 23, 25, 25, 25, 25, 25, 24, 32, 31, 23, 22, 20, 26, 24, 22
30, 29, 37, 21, 27, 28, 29, 28, 28, 28, 27, 36, 34, 26, 26, 22, 29, 27, 24
33, 32, 41, 23, 31, 31, 32, 30, 31, 31, 29, 40, 37, 29, 29, 25, 32, 30, 27
36, 36, 46, 25, 35, 34, 35, 33, 35, 35, 32, 44, 41, 33, 33, 27, 35, 33, 29
39, 39, 50, 27, 38, 37, 38, 35, 38, 38, 35, 48, 43, 36, 36, 30, 38, 35, 31
43, 43, 54, 30, 43, 40, 43, 38, 42, 42, 39, 53, 47, 41, 40, 33, 42, 39, 34
46, 48, 59, 33, 48, 45, 47, 42, 46, 47, 42, 59, 51, 46, 45, 36, 46, 43, 38
50, 52, 65, 36, 53, 49, 52, 45, 50, 52, 47, 65, 55, 51, 50, 40, 51, 47, 41
55, 58, 71, 40, 61, 54, 57, 50, 56, 58, 52, 72, 61, 58, 57, 44, 57, 52, 45
59, 64, 77, 43, 67, 59, 61, 53, 61, 64, 56, 77, 66, 63, 62, 47, 61, 56, 48
62, 67, 81, 45, 72, 63, 64, 56, 64, 67, 58, 81, 69, 67, 65, 49, 64, 58, 50
62, 68, 81, 45, 72, 63, 64, 55, 64, 67, 58, 80, 68, 66, 65, 49, 64, 58, 49
57, 62, 75, 41, 63, 57, 56, 51, 58, 60, 51, 71, 62, 58, 56, 43, 57, 52, 45
46, 48, 61, 32, 46, 44, 42, 40, 44, 44, 38, 53, 50, 41, 39, 32, 43, 39, 35
27, 27, 36, 18, 22, 24, 22, 24, 23, 22, 20, 27, 29, 18, 18, 16, 22, 20, 20
11, 11, 15, 7, 6, 9, 6, 12, 8, 7, 5, 7, 12, 4, 4, 4, 7, 7, 7
2, 2, 2, 1, 0, 0, 0, 6, 1, 0, 0, 0, 3, 0, 0, 0, 1, 1, 0
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
