1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
22, 18, 11, 17, 65, 32, 38, 3, 26, 22, 36, 19, 5, 28, 46, 10, 9, 8, 12
23, 19, 12, 18, 70, 34, 41, 3, 29, 24, 39, 21, 5, 30, 51, 12, 10, 9, 14
25, 21, 13, 19, 76, 37, 44, 4, 32, 26, 42, 23, 6, 33, 56, 13, 11, 10, 15
27, 23, 14, 20, 80, 40, 47, 4, 34, 27, 45, 24, 6, 35, 59, 14, 12, 10, 16
28, 24, 15, 20, 84, 42, 49, 4, 36, 29, 47, 26, 7, 36, 63, 15, 13, 11, 17
29, 25, 16, 21, 88, 45, 53, 4, 38, 30, 50, 28, 7, 38, 67, 16, 14, 12, 18
30, 26, 17, 21, 91, 47, 55, 4, 39, 31, 53, 29, 7, 39, 70, 17, 14, 12, 19
31, 27, 18, 22, 94, 49, 58, 4, 40, 32, 55, 31, 7, 40, 74, 18, 14, 13, 20
32, 28, 19, 22, 97, 51, 60, 5, 42, 33, 58, 32, 7, 41, 78, 19, 14, 13, 21
34, 30, 20, 23, 102, 54, 62, 5, 45, 35, 60, 34, 8, 43, 82, 21, 15, 14, 23
35, 30, 21, 23, 105, 55, 63, 5, 46, 36, 62, 35, 8, 43, 84, 21, 15, 14, 23
35, 31, 21, 24, 108, 57, 65, 5, 48, 36, 63, 36, 9, 44, 86, 22, 15, 15, 24
36, 32, 22, 24, 110, 58, 66, 5, 49, 37, 64, 37, 9, 45, 88, 23, 14, 15, 25
36, 32, 22, 24, 111, 58, 66, 5, 49, 37, 64, 37, 9, 45, 88, 23, 14, 16, 25
36, 32, 22, 24, 112, 58, 67, 5, 50, 37, 65, 37, 9, 45, 89, 23, 14, 16, 25
37, 32, 22, 24, 113, 59, 68, 5, 50, 38, 65, 37, 9, 46, 90, 23, 14, 16, 26
38, 33, 23, 25, 115, 60, 69, 6, 52, 39, 67, 38, 9, 47, 92, 24, 15, 16, 27
39, 33, 23, 25, 117, 61, 70, 6, 53, 39, 67, 39, 10, 48, 94, 25, 15, 17, 27
40, 34, 24, 26, 120, 63, 71, 6, 54, 40, 69, 39, 10, 49, 96, 25, 16, 17, 28
41, 35, 24, 27, 123, 64, 73, 6, 56, 41, 70, 40, 10, 50, 99, 26, 16, 18, 29
42, 36, 25, 28, 127, 66, 75, 7, 58, 42, 72, 42, 11, 52, 102, 27, 16, 19, 30
44, 37, 26, 29, 131, 68, 77, 7, 60, 43, 75, 43, 11, 54, 106, 28, 15, 20, 31
45, 38, 27, 29, 133, 70, 79, 7, 62, 44, 76, 44, 12, 55, 109, 29, 16, 20, 32
46, 39, 27, 30, 136, 71, 80, 8, 63, 45, 77, 44, 12, 56, 110, 30, 16, 21, 33
47, 39, 28, 30, 137, 72, 80, 8, 64, 45, 78, 44, 12, 57, 112, 30, 15, 21, 33
47, 39, 28, 30, 137, 71, 80, 8, 64, 45, 78, 44, 12, 56, 111, 30, 14, 21, 33
46, 38, 27, 30, 134, 70, 77, 7, 62, 44, 75, 42, 12, 55, 107, 28, 13, 20, 31
37, 32, 22, 24, 111, 58, 63, 5, 49, 35, 59, 33, 9, 43, 82, 21, 8, 14, 23
22, 20, 13, 14, 71, 37, 40, 2, 29, 22, 36, 20, 5, 25, 44, 11, 3, 7, 11
9, 9, 6, 6, 32, 17, 18, 1, 11, 9, 15, 8, 2, 8, 14, 4, 1, 2, 4
1, 1, 1, 0, 4, 3, 1, 0, 1, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0
