1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
42, 68, 29, 197, 63, 77, 19, 47, 74, 59, 22, 7, 35, 98, 79, 15, 22, 30, 6
43, 70, 30, 200, 64, 78, 19, 48, 76, 60, 23, 7, 36, 100, 81, 15, 23, 30, 6
46, 73, 31, 209, 67, 80, 20, 50, 79, 61, 23, 7, 38, 103, 82, 15, 24, 31, 6
50, 76, 31, 225, 70, 81, 18, 55, 83, 62, 22, 6, 41, 104, 78, 13, 26, 30, 5
51, 77, 31, 230, 71, 81, 18, 57, 85, 62, 22, 6, 42, 105, 77, 13, 27, 29, 5
52, 78, 32, 232, 72, 82, 18, 57, 86, 63, 22, 6, 42, 107, 79, 13, 27, 30, 5
52, 79, 32, 232, 72, 83, 19, 58, 86, 63, 23, 6, 43, 108, 80, 14, 27, 30, 5
52, 79, 32, 232, 72, 83, 19, 58, 87, 63, 23, 7, 43, 109, 81, 14, 27, 31, 6
52, 79, 33, 232, 72, 84, 19, 58, 87, 64, 23, 7, 43, 110, 82, 14, 27, 31, 6
52, 80, 33, 233, 72, 85, 19, 58, 87, 64, 23, 7, 44, 111, 83, 15, 28, 31, 6
52, 80, 33, 234, 73, 85, 20, 59, 88, 64, 24, 7, 44, 112, 83, 15, 28, 32, 6
52, 80, 33, 233, 73, 85, 20, 59, 88, 64, 24, 7, 44, 112, 84, 15, 28, 32, 6
52, 80, 34, 232, 73, 86, 20, 59, 88, 65, 24, 7, 44, 112, 85, 15, 28, 32, 6
53, 81, 34, 232, 73, 86, 20, 59, 88, 65, 24, 7, 44, 113, 85, 15, 29, 32, 6
53, 81, 34, 232, 73, 86, 20, 59, 88, 65, 24, 8, 45, 113, 86, 16, 29, 33, 6
53, 81, 34, 232, 73, 87, 20, 59, 89, 65, 25, 8, 45, 114, 87, 16, 28, 33, 6
53, 81, 34, 233, 73, 87, 21, 59, 89, 66, 25, 8, 45, 114, 87, 16, 29, 33, 7
53, 81, 34, 233, 73, 87, 21, 59, 89, 66, 25, 8, 45, 115, 88, 16, 29, 33, 7
53, 81, 34, 231, 73, 87, 21, 59, 89, 65, 25, 8, 45, 114, 87, 16, 28, 33, 7
53, 81, 34, 230, 72, 87, 20, 59, 88, 65, 25, 8, 45, 114, 87, 16, 28, 33, 6
52, 80, 34, 228, 72, 86, 20, 59, 88, 65, 24, 8, 45, 113, 86, 16, 28, 33, 6
51, 79, 33, 224, 70, 84, 20, 58, 86, 63, 24, 7, 44, 111, 84, 15, 26, 32, 6
48, 74, 31, 211, 65, 80, 18, 55, 80, 59, 21, 6, 40, 103, 77, 13, 23, 29, 5
40, 63, 27, 183, 54, 69, 14, 48, 69, 51, 17, 5, 34, 89, 64, 10, 18, 25, 4
28, 46, 19, 140, 38, 53, 9, 37, 53, 39, 12, 3, 26, 71, 48, 7, 13, 20, 3
13, 24, 9, 81, 19, 30, 4, 22, 31, 22, 5, 1, 15, 41, 24, 3, 6, 11, 1
2, 6, 1, 24, 3, 8, 0, 6, 7, 5, 0, 0, 3, 9, 3, 0, 0, 2, 0
