1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
39, 29, 25, 21, 127, 66, 62, 9, 53, 45, 91, 55, 12, 68, 113, 24, 19, 24, 38
42, 32, 28, 22, 136, 72, 67, 10, 58, 48, 99, 60, 13, 72, 123, 27, 19, 26, 42
45, 34, 30, 23, 144, 78, 72, 11, 61, 51, 106, 64, 14, 76, 133, 30, 18, 29, 46
48, 36, 32, 25, 152, 82, 75, 12, 65, 52, 110, 67, 15, 79, 138, 31, 18, 30, 48
51, 39, 34, 26, 159, 86, 77, 13, 68, 54, 112, 68, 16, 81, 141, 31, 17, 30, 48
53, 40, 35, 27, 162, 88, 78, 13, 69, 55, 113, 69, 16, 82, 142, 32, 17, 30, 48
54, 40, 36, 27, 164, 89, 78, 13, 70, 55, 114, 69, 17, 83, 144, 32, 17, 30, 49
54, 41, 36, 27, 164, 90, 79, 14, 71, 55, 114, 70, 17, 83, 145, 32, 17, 31, 49
54, 40, 36, 26, 164, 89, 78, 14, 71, 55, 114, 70, 17, 83, 144, 32, 17, 31, 50
52, 40, 35, 26, 161, 88, 77, 13, 69, 54, 112, 69, 17, 82, 142, 32, 16, 31, 49
50, 38, 34, 25, 155, 85, 74, 12, 66, 53, 108, 66, 16, 79, 137, 31, 14, 30, 47
47, 36, 32, 23, 147, 80, 71, 11, 62, 50, 101, 63, 14, 74, 128, 28, 11, 27, 44
41, 32, 28, 20, 131, 71, 63, 9, 53, 44, 87, 54, 12, 62, 106, 23, 7, 22, 35
31, 24, 21, 15, 100, 54, 48, 6, 37, 33, 64, 39, 8, 44, 71, 15, 5, 14, 23
20, 15, 12, 10, 64, 34, 30, 3, 21, 22, 37, 23, 4, 24, 36, 8, 3, 7, 12
11, 8, 6, 6, 31, 16, 16, 2, 9, 12, 16, 11, 2, 10, 12, 3, 2, 3, 6
4, 3, 3, 2, 7, 4, 6, 1, 2, 5, 4, 4, 1, 2, 3, 1, 1, 1, 3
1, 1, 1, 1, 1, 1, 1, 0, 1, 2, 1, 1, 0, 1, 1, 0, 0, 0, 1
