1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
16, 16, 8, 22, 34, 14, 7, 26, 85, 103, 74, 69, 28, 73, 109, 136, 44, 31, 51
18, 18, 8, 26, 41, 15, 7, 37, 109, 122, 83, 76, 40, 97, 137, 160, 62, 49, 71
21, 20, 9, 31, 46, 15, 7, 51, 134, 141, 89, 78, 56, 128, 173, 187, 85, 71, 92
24, 22, 9, 37, 51, 15, 7, 72, 164, 160, 90, 70, 83, 177, 224, 219, 121, 105, 118
26, 23, 10, 40, 50, 13, 6, 87, 179, 160, 77, 50, 115, 232, 255, 252, 160, 133, 142
26, 24, 11, 38, 49, 14, 7, 86, 174, 153, 71, 45, 115, 232, 255, 254, 158, 129, 144
26, 25, 11, 39, 51, 15, 7, 86, 178, 158, 77, 51, 114, 233, 255, 255, 159, 131, 146
28, 27, 12, 42, 56, 16, 8, 95, 197, 178, 90, 61, 125, 255, 255, 255, 174, 143, 153
30, 29, 13, 45, 60, 18, 9, 100, 210, 193, 104, 76, 127, 255, 255, 255, 175, 145, 156
31, 31, 14, 47, 64, 20, 10, 101, 219, 209, 122, 99, 122, 255, 255, 255, 170, 135, 154
32, 32, 15, 48, 68, 23, 12, 99, 223, 223, 138, 122, 111, 243, 255, 255, 158, 122, 148
33, 34, 16, 50, 71, 24, 12, 101, 231, 233, 146, 130, 114, 250, 255, 255, 163, 127, 150
34, 34, 16, 51, 73, 24, 12, 105, 237, 238, 147, 128, 120, 255, 255, 255, 169, 132, 151
31, 31, 15, 46, 65, 22, 11, 94, 214, 216, 130, 114, 104, 225, 255, 255, 145, 107, 133
23, 21, 9, 33, 45, 15, 7, 62, 151, 154, 89, 78, 68, 152, 198, 208, 91, 53, 86
13, 11, 5, 20, 25, 8, 4, 29, 89, 94, 54, 48, 35, 90, 118, 140, 46, 15, 36
5, 5, 2, 9, 9, 3, 2, 7, 34, 40, 27, 31, 10, 34, 50, 86, 15, 2, 9
1, 1, 1, 1, 2, 1, 1, 0, 4, 6, 8, 10, 1, 2, 3, 15, 1, 1, 1
0, 1, 0, 1, 1, 1, 1, 0, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 0
0, 1, 1, 1, 1, 1, 1, 0, 1, 2, 2, 1, 1, 2, 2, 1, 1, 1, 0
0, 1, 1, 1, 1, 1, 1, 0, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 0
1, 1, 1, 1, 2, 2, 1, 0, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 0
1, 1, 1, 1, 2, 2, 1, 0, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 0
1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1
1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 1, 1, 2, 2, 1, 1, 1, 1
1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1
1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1
1, 1, 1, 1, 2, 2, 1, 1, 2, 2, 2, 2, 1, 2, 2, 1, 1, 1, 1
1, 1, 1, 1, 2, 2, 1, 1, 2, 3, 2, 2, 1, 3, 2, 1, 1, 1, 1
1, 1, 1, 1, 2, 2, 1, 1, 2, 3, 2, 2, 1, 3, 3, 1, 1, 1, 1
1, 1, 1, 1, 2, 2, 1, 1, 2, 3, 2, 2, 1, 3, 3, 1, 1, 1, 1
1, 1, 1, 1, 2, 2, 1, 1, 2, 3, 2, 2, 1, 3, 3, 1, 2, 2, 1
1, 1, 1, 1, 2, 2, 1, 1, 2, 3, 2, 2, 1, 3, 3, 1, 2, 2, 1
1, 1, 1, 1, 2, 2, 1, 1, 2, 3, 2, 2, 1, 3, 3, 1, 2, 2, 1
1, 1, 1, 1, 2, 2, 1, 1, 2, 3, 3, 2, 1, 3, 3, 1, 2, 2, 1
1, 1, 1, 1, 3, 2, 1, 1, 2, 3, 3, 2, 2, 3, 3, 1, 2, 2, 1
1, 2, 1, 1, 3, 2, 1, 1, 3, 3, 3, 2, 2, 3, 3, 2, 2, 2, 1
1, 2, 1, 1, 3, 3, 1, 1, 3, 3, 3, 2, 2, 3, 3, 2, 2, 2, 1
1, 2, 1, 2, 3, 3, 1, 1, 3, 3, 3, 2, 2, 3, 3, 2, 2, 2, 1
1, 2, 1, 2, 3, 3, 1, 1, 3, 3, 3, 3, 2, 3, 4, 2, 2, 2, 1
1, 2, 1, 2, 3, 3, 1, 1, 3, 4, 3, 3, 2, 4, 4, 2, 2, 2, 1
1, 2, 2, 2, 3, 3, 2, 1, 3, 4, 3, 3, 2, 4, 4, 2, 2, 2, 2
2, 2, 2, 2, 3, 3, 2, 1, 3, 4, 3, 3, 2, 4, 4, 2, 2, 2, 2
2, 2, 2, 2, 3, 3, 2, 1, 3, 4, 3, 3, 2, 4, 4, 2, 2, 2, 2
2, 2, 2, 2, 3, 3, 2, 2, 3, 4, 3, 3, 2, 4, 4, 2, 2, 2, 2
