1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19
7, 8, 8, 6, 6, 7, 7, 9, 7, 7, 8, 10, 12, 15, 24, 31, 49, 122, 255
7, 8, 8, 6, 6, 7, 7, 8, 7, 7, 8, 10, 12, 15, 23, 30, 50, 123, 255
7, 8, 8, 6, 6, 7, 7, 8, 7, 7, 8, 10, 12, 14, 23, 29, 49, 122, 255
6, 8, 8, 6, 6, 6, 7, 8, 7, 7, 7, 10, 12, 14, 22, 28, 49, 121, 255
6, 8, 8, 6, 6, 6, 7, 8, 7, 7, 7, 10, 12, 14, 22, 27, 48, 118, 255
6, 8, 8, 6, 6, 6, 7, 8, 6, 7, 7, 10, 12, 14, 21, 26, 47, 116, 255
6, 8, 8, 6, 6, 6, 7, 8, 6, 7, 7, 10, 12, 13, 21, 26, 46, 114, 255
6, 8, 8, 6, 6, 6, 7, 8, 6, 6, 7, 10, 11, 13, 20, 26, 45, 112, 255
6, 8, 8, 6, 6, 6, 7, 8, 6, 6, 7, 10, 11, 12, 20, 25, 43, 108, 255
6, 8, 8, 6, 6, 6, 7, 8, 6, 6, 7, 10, 11, 12, 19, 24, 42, 104, 255
6, 7, 8, 6, 6, 6, 7, 8, 6, 6, 7, 10, 11, 11, 18, 23, 40, 100, 255
6, 7, 8, 6, 6, 6, 7, 8, 6, 6, 7, 10, 10, 11, 18, 23, 39, 96, 255
6, 7, 8, 6, 6, 6, 7, 8, 5, 6, 7, 10, 10, 11, 17, 22, 37, 92, 255
6, 7, 8, 6, 5, 6, 7, 8, 5, 5, 6, 9, 10, 10, 16, 21, 35, 87, 255
6, 7, 9, 6, 5, 6, 7, 8, 5, 5, 6, 9, 10, 10, 15, 20, 33, 79, 255
6, 7, 8, 6, 5, 6, 7, 7, 5, 5, 6, 9, 10, 9, 15, 19, 31, 74, 255
6, 7, 8, 5, 5, 6, 7, 7, 5, 5, 6, 9, 9, 9, 14, 19, 29, 70, 255
6, 7, 8, 5, 5, 6, 7, 7, 5, 5, 6, 9, 9, 9, 14, 18, 28, 68, 255
5, 7, 8, 5, 5, 5, 6, 7, 5, 5, 6, 9, 9, 9, 14, 19, 30, 72, 254
5, 6, 8, 5, 4, 5, 6, 7, 4, 5, 6, 9, 9, 9, 14, 19, 32, 78, 251
4, 6, 7, 4, 4, 5, 6, 7, 4, 4, 6, 9, 9, 10, 15, 20, 35, 86, 238
4, 5, 6, 4, 4, 4, 5, 7, 4, 5, 5, 8, 10, 11, 16, 21, 37, 91, 221
4, 5, 6, 4, 3, 4, 5, 6, 4, 5, 5, 8, 10, 12, 16, 21, 37, 91, 195
3, 5, 5, 4, 3, 4, 5, 6, 4, 5, 5, 8, 10, 12, 16, 19, 31, 71, 137
3, 4, 5, 3, 3, 3, 4, 6, 4, 4, 4, 6, 9, 9, 11, 11, 16, 32, 50
1, 2, 3, 1, 0, 1, 2, 3, 1, 1, 1, 2, 5, 3, 3, 3, 4, 5, 5
0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0
